epoch,train_loss,val_loss,seconds
1,0.04978244319231356,0.06858584579714534,666.8306691646576
2,0.045752926819407895,0.06666978573741189,665.0719606876373
3,0.04488556051787585,0.06633663214051921,643.2141253948212
4,0.04433703001963455,0.06530572767921135,644.7760512828827
5,0.043955041565045906,0.06577863822751642,644.8926742076874
6,0.04358469245729601,0.06560250830803645,642.6990871429443
7,0.04326193651870149,0.06527184932805229,637.6245455741882
8,0.04298913812618502,0.06457999844696302,637.6253252029419
