epoch,train_loss,val_loss,seconds
1,0.04975068615469615,0.3142716463130948,587.083132982254
2,0.04582982505340049,0.3205049301438644,576.4057517051697
3,0.044847754225224405,0.32118169692034687,577.8155875205994
4,0.044430208477908455,0.3213635507073543,576.7595601081848
